Little Mandarin	331973243874873116_46276570	Little Mandarin	0.0068274255951314075	evagabrielita	http://distilleryimage8.s3.amazonaws.com/18b5011c368211e2b19422000a1f9bc9_7.jpg	1.353794316E9	I ❤exploring new towns, find small coffee shops and work 😍	37.870334625	-122.267997741
Barney's Gourmet Hamburgers	331979238355971306_25715202	Barney's Gourmet Hamburgers	0.00592566631497159	sysko923	http://distilleryimage6.s3.amazonaws.com/c2a2f890368311e2914322000a1f984e_7.jpg	1.35379503E9	None	37.878264	-122.269153
Blondies Pizza	332051766171468839_12588136	Blondies Pizza	0.00927843809919543	daver1	http://distilleryimage11.s3.amazonaws.com/e40b4e1a369711e29b6422000a1c00c6_7.jpg	1.353803676E9	#barrymcgeeexhibit	37.86806488	-122.259025573
Crepes A Go Go	332051766171468839_12588136	Crepes A Go Go	0.007268597575116089	daver1	http://distilleryimage11.s3.amazonaws.com/e40b4e1a369711e29b6422000a1c00c6_7.jpg	1.353803676E9	#barrymcgeeexhibit	37.86806488	-122.259025573
Greg's Chicago Style Pizza	332051766171468839_12588136	Greg's Chicago Style Pizza	0.008125707311984066	daver1	http://distilleryimage11.s3.amazonaws.com/e40b4e1a369711e29b6422000a1c00c6_7.jpg	1.353803676E9	#barrymcgeeexhibit	37.86806488	-122.259025573
E-Z Stop Deli	332722383019515321_28508270	E-Z Stop Deli	0.003735194281190215	amandashearon	http://distilleryimage9.s3.amazonaws.com/063a79d8375211e2a58222000a1faf0b_7.jpg	1.35388362E9	Photos of the mars mom pumpkin car.  @madelineberger	37.868804931	-122.267929077
Pasand Lounge	332726218290323329_14462518	Pasand Lounge	0.007597196849004708	varadag	http://distilleryimage1.s3.amazonaws.com/16c16c20375311e29d6522000a9f134c_7.jpg	1.353884077E9	#mango #sticky #rice #love	37.867996215	-122.267913818
Freight and Salvage Coffee House	332740972744455513_20367476	Freight and Salvage Coffee House	0.007526878508926483	bobbinoodle	http://distilleryimage9.s3.amazonaws.com/2f1f61e2375711e28a2c22000a9f15d9_7.jpg	1.353885836E9	Meow.	37.87100716	-122.269678324
Party Sushi	333238556643344309_14333118	Party Sushi	0.009590814690303115	pixelbender	http://distilleryimage5.s3.amazonaws.com/4a9609b437e111e29a0d22000a9f1320_7.jpg	1.353945153E9	Good Morning Gorilla #instagood #signs #art #urban #berkeley	37.875240325	-122.268905639
Guerilla Cafe	333270022469178426_11916012	Guerilla Cafe	0.008244079823849901	isabelpualani	http://distilleryimage6.s3.amazonaws.com/065d922237ea11e29c2d22000a1fb70e_7.jpg	1.353948904E9	✌Two For The Road.✌	37.878027085	-122.26916325
